id;modulo;punto;capa;fase;tipo;estado_dev;estado_config;estado_global;notas
26.ADM;26. FAQs y tutoriales (centro de ayuda);Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
26.DOC;26. FAQs y tutoriales (centro de ayuda);OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
27.01;27. ABM de configuración;Grupos de usuarios;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §27
27.02;27. ABM de configuración;Categorías de publicaciones;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §27
27.03;27. ABM de configuración;Parámetros del sistema;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §27
27.04;27. ABM de configuración;Áreas organizacionales;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §27
27.05;27. ABM de configuración;Datos adicionales (campos);U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §27
27.06;27. ABM de configuración;CRUD usuarios (admin);A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §27
27.07;27. ABM de configuración;Importar usuarios desde archivo (Excel / CSV) — adicional;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §27
27.08;27. ABM de configuración;Tomar usuarios desde Google (Workspace Directory) — adicional;U A S;Núcleo MVP;Funcional;desarrollado;pendiente;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §27
27.09;27. ABM de configuración;Sync directorio Microsoft Entra ID (opcional, mismo patrón);U A S;Núcleo MVP;Funcional;desarrollado;pendiente;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §27
27.10;27. ABM de configuración;CRUD roles y permisos;A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §27
27.QA;27. ABM de configuración;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
27.SEC;27. ABM de configuración;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;
27.UX;27. ABM de configuración;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;
27.ADM;27. ABM de configuración;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado_y_configurado;
27.DOC;27. ABM de configuración;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
28.01;28. Menú dinámico;Menú dinámico del usuario;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;GET /menu U con filtro audiencia
28.02;28. Menú dinámico;ABM de menú móvil/web;A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;CRUD /admin/menu
28.03;28. Menú dinámico;Asignación menú ↔ roles;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;audience.roles/capabilities
28.04;28. Menú dinámico;Invalidar caché de menú;U A S;Núcleo MVP;Funcional;desarrollado;configurado;desarrollado_y_configurado;menuVersion + X-Menu-Version
28.QA;28. Menú dinámico;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
28.SEC;28. Menú dinámico;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado;tenant-scoped menu
28.UX;28. Menú dinámico;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado;ABM tabla admin
28.ADM;28. Menú dinámico;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;desarrollado;configurado;desarrollado_y_configurado;MenuAdminView
28.DOC;28. Menú dinámico;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;desarrollado;n/a;desarrollado;admin/menu API
29.01;29. Reportes e informes;Tablero de adopción / uso de la app;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.02;29. Reportes e informes;Campañas de impulso al uso;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.03;29. Reportes e informes;Confirmaciones de eventos;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.04;29. Reportes e informes;Visitas en publicaciones;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.05;29. Reportes e informes;Contenido más consumido (ranking);U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.06;29. Reportes e informes;Últimas conexiones / historial;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.07;29. Reportes e informes;Sentimientos en publicaciones;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.08;29. Reportes e informes;Resultados de encuestas;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.09;29. Reportes e informes;Publicaciones por período / grupo;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.10;29. Reportes e informes;Usuarios blanqueados;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.11;29. Reportes e informes;Descargas de documentos;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.12;29. Reportes e informes;Solicitudes de ausentismo;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.13;29. Reportes e informes;Visitas en tiempo real (EPEC);U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.14;29. Reportes e informes;Exportación Excel / filtros;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §29
29.QA;29. Reportes e informes;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
29.SEC;29. Reportes e informes;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
29.UX;29. Reportes e informes;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
29.ADM;29. Reportes e informes;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
29.DOC;29. Reportes e informes;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
30.01;30. Integraciones especiales;ECR Salud;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §30
30.02;30. Integraciones especiales;GeoVictoria;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §30
30.03;30. Integraciones especiales;Customizaciones ECR;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §30
30.04;30. Integraciones especiales;Customizaciones Claro / YoClaro;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §30
30.05;30. Integraciones especiales;Customizaciones EPEC;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §30
30.06;30. Integraciones especiales;Customizaciones Emp_Id 60;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §30
30.07;30. Integraciones especiales;Customizaciones Grido / Gridonet;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §30
30.08;30. Integraciones especiales;WhatsApp Business / WTA;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §30
30.09;30. Integraciones especiales;Google Maps;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §30
30.10;30. Integraciones especiales;SAP;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §30
30.QA;30. Integraciones especiales;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical / no-regresión;Calidad;pendiente;n/a;pendiente;
30.SEC;30. Integraciones especiales;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical / no-regresión;Calidad;pendiente;n/a;pendiente;
30.UX;30. Integraciones especiales;UX moderna móvil-primero revisada (§45);U A S;Vertical / no-regresión;Calidad;pendiente;n/a;pendiente;
30.ADM;30. Integraciones especiales;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical / no-regresión;Calidad;pendiente;n/a;pendiente;
30.DOC;30. Integraciones especiales;OpenAPI / notas de contrato del módulo;U A S;Vertical / no-regresión;Calidad;pendiente;n/a;pendiente;
31.01;31. WhatsApp / WTA, email, archivos y plataforma;Envío de email;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §31
31.02;31. WhatsApp / WTA, email, archivos y plataforma;Gestión de archivos;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §31
31.03;31. WhatsApp / WTA, email, archivos y plataforma;Logging y health check;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §31
31.04;31. WhatsApp / WTA, email, archivos y plataforma;Capacidades PWA;U A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §31
31.05;31. WhatsApp / WTA, email, archivos y plataforma;Soporte (admin);A S;Vertical / no-regresión;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §31
31.QA;31. WhatsApp / WTA, email, archivos y plataforma;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical / no-regresión;Calidad;pendiente;n/a;pendiente;
31.SEC;31. WhatsApp / WTA, email, archivos y plataforma;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical / no-regresión;Calidad;pendiente;n/a;pendiente;
31.UX;31. WhatsApp / WTA, email, archivos y plataforma;UX moderna móvil-primero revisada (§45);U A S;Vertical / no-regresión;Calidad;pendiente;n/a;pendiente;
31.ADM;31. WhatsApp / WTA, email, archivos y plataforma;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical / no-regresión;Calidad;pendiente;n/a;pendiente;
31.DOC;31. WhatsApp / WTA, email, archivos y plataforma;OpenAPI / notas de contrato del módulo;U A S;Vertical / no-regresión;Calidad;pendiente;n/a;pendiente;
32.01;32. Gaps / no implementado o incompleto;Recibos de sueldo;U A S;Meta / backlog decisión;Funcional;pendiente;pendiente;meta;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §32
32.02;32. Gaps / no implementado o incompleto;Videollamadas;U A S;Meta / backlog decisión;Funcional;pendiente;pendiente;meta;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §32
32.03;32. Gaps / no implementado o incompleto;Solicitud turno carnet;U A S;Meta / backlog decisión;Funcional;pendiente;pendiente;meta;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §32
32.04;32. Gaps / no implementado o incompleto;Gestión de atenciones;U A S;Meta / backlog decisión;Funcional;pendiente;pendiente;meta;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §32
32.05;32. Gaps / no implementado o incompleto;Mapa de alarmas (admin);A S;Meta / backlog decisión;Funcional;pendiente;pendiente;meta;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §32
32.06;32. Gaps / no implementado o incompleto;Visitas por menú (reporte);A S;Meta / backlog decisión;Funcional;pendiente;pendiente;meta;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §32
32.07;32. Gaps / no implementado o incompleto;Documentación / tutoriales dashboard;A S;Meta / backlog decisión;Funcional;pendiente;pendiente;meta;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §32
32.08;32. Gaps / no implementado o incompleto;Stories (API);S;Meta / backlog decisión;Funcional;pendiente;pendiente;meta;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §32
32.09;32. Gaps / no implementado o incompleto;Admin de beneficios;A S;Meta / backlog decisión;Funcional;pendiente;pendiente;meta;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §32
32.10;32. Gaps / no implementado o incompleto;Swagger interactivo;U A S;Meta / backlog decisión;Funcional;pendiente;pendiente;meta;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §32
32.QA;32. Gaps / no implementado o incompleto;Criterios de aceptación del módulo verificados (checklist §);U A S;Meta / backlog decisión;Calidad;pendiente;n/a;pendiente;
32.SEC;32. Gaps / no implementado o incompleto;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Meta / backlog decisión;Calidad;pendiente;n/a;pendiente;
32.UX;32. Gaps / no implementado o incompleto;UX moderna móvil-primero revisada (§45);U A S;Meta / backlog decisión;Calidad;pendiente;n/a;pendiente;
32.ADM;32. Gaps / no implementado o incompleto;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Meta / backlog decisión;Calidad;pendiente;n/a;pendiente;
32.DOC;32. Gaps / no implementado o incompleto;OpenAPI / notas de contrato del módulo;U A S;Meta / backlog decisión;Calidad;pendiente;n/a;pendiente;
33.QA;33. Mapa de integraciones con sistemas externos;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
33.SEC;33. Mapa de integraciones con sistemas externos;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
33.UX;33. Mapa de integraciones con sistemas externos;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
33.ADM;33. Mapa de integraciones con sistemas externos;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
33.DOC;33. Mapa de integraciones con sistemas externos;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
34.01;34. Reserva de salas, espacios y cocheras;Catálogo de salas / espacios;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.02;34. Reserva de salas, espacios y cocheras;Catálogo de cocheras / plazas;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.03;34. Reserva de salas, espacios y cocheras;Disponibilidad y calendario;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.04;34. Reserva de salas, espacios y cocheras;Reservar sala / espacio;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.05;34. Reserva de salas, espacios y cocheras;Reservar cochera;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.06;34. Reserva de salas, espacios y cocheras;Mis reservas;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.07;34. Reserva de salas, espacios y cocheras;Aprobación de reservas;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.08;34. Reserva de salas, espacios y cocheras;Check-in / liberación;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.09;34. Reserva de salas, espacios y cocheras;Notificaciones de reserva;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.10;34. Reserva de salas, espacios y cocheras;Reportes de uso;A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.11;34. Reserva de salas, espacios y cocheras;Reserva vía chatbot;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §34
34.QA;34. Reserva de salas, espacios y cocheras;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
34.SEC;34. Reserva de salas, espacios y cocheras;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
34.UX;34. Reserva de salas, espacios y cocheras;UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
34.ADM;34. Reserva de salas, espacios y cocheras;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
34.DOC;34. Reserva de salas, espacios y cocheras;OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
35.01;35. Coworking y puestos de trabajo;Catálogo de sedes / plantas / zonas;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.02;35. Coworking y puestos de trabajo;Catálogo de puestos;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.03;35. Coworking y puestos de trabajo;Mapa / plano de planta;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.04;35. Coworking y puestos de trabajo;Reservar puesto / hot desk;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.05;35. Coworking y puestos de trabajo;“Voy a la oficina” / día en sede;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.06;35. Coworking y puestos de trabajo;Mis días / mis puestos;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.07;35. Coworking y puestos de trabajo;Check-in / check-out en sede;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.08;35. Coworking y puestos de trabajo;Quién está hoy (opcional);U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.09;35. Coworking y puestos de trabajo;Políticas híbridas y aforo;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.10;35. Coworking y puestos de trabajo;Amenities coworking;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.11;35. Coworking y puestos de trabajo;Encadenar con sala / cochera;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.12;35. Coworking y puestos de trabajo;Notificaciones coworking;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.13;35. Coworking y puestos de trabajo;Reportes de ocupación coworking;A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.14;35. Coworking y puestos de trabajo;Coworking vía chatbot;U A S;Vertical opcional;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §35
35.QA;35. Coworking y puestos de trabajo;Criterios de aceptación del módulo verificados (checklist §);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
35.SEC;35. Coworking y puestos de trabajo;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
35.UX;35. Coworking y puestos de trabajo;UX moderna móvil-primero revisada (§45);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
35.ADM;35. Coworking y puestos de trabajo;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
35.DOC;35. Coworking y puestos de trabajo;OpenAPI / notas de contrato del módulo;U A S;Vertical opcional;Calidad;pendiente;n/a;pendiente;
36.01;36. Live streaming y broadcasts;Crear / programar live;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §36
36.02;36. Live streaming y broadcasts;Transmitir / ver live;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §36
36.03;36. Live streaming y broadcasts;Interacción y métricas;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §36
36.QA;36. Live streaming y broadcasts;Criterios de aceptación del módulo verificados (checklist §);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
36.SEC;36. Live streaming y broadcasts;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
36.UX;36. Live streaming y broadcasts;UX moderna móvil-primero revisada (§45);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
36.ADM;36. Live streaming y broadcasts;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
36.DOC;36. Live streaming y broadcasts;OpenAPI / notas de contrato del módulo;U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
37.01;37. Organigrama;Vista de organigrama;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §37
37.02;37. Organigrama;Mantener jerarquía;U A S;Núcleo MVP;Funcional;pendiente;pendiente;pendiente;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §37
37.QA;37. Organigrama;Criterios de aceptación del módulo verificados (checklist §);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
37.SEC;37. Organigrama;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
37.UX;37. Organigrama;UX moderna móvil-primero revisada (§45);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
37.ADM;37. Organigrama;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
37.DOC;37. Organigrama;OpenAPI / notas de contrato del módulo;U A S;Núcleo MVP;Calidad;pendiente;n/a;pendiente;
38.01;38. Desarrollo de talento;OKRs / objetivos;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §38
38.02;38. Desarrollo de talento;Evaluación de desempeño;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §38
38.03;38. Desarrollo de talento;Plan de carrera;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §38
38.04;38. Desarrollo de talento;Aprendizaje (LMS);U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §38
38.05;38. Desarrollo de talento;Búsquedas internas;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §38
38.QA;38. Desarrollo de talento;Criterios de aceptación del módulo verificados (checklist §);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
38.SEC;38. Desarrollo de talento;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
38.UX;38. Desarrollo de talento;UX moderna móvil-primero revisada (§45);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
38.ADM;38. Desarrollo de talento;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
38.DOC;38. Desarrollo de talento;OpenAPI / notas de contrato del módulo;U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
39.01;39. Cultura empresarial;Programa de referidos;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §39
39.02;39. Cultura empresarial;People Experience / pulso;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §39
39.03;39. Cultura empresarial;Marketplace interno;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §39
39.04;39. Cultura empresarial;Reconocimientos;U A S;Diferido fase 2+;Funcional;diferido;diferido;diferido;Spec: ECRMOBILE-FUNCIONES-CONSOLIDADO.md §39
39.QA;39. Cultura empresarial;Criterios de aceptación del módulo verificados (checklist §);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
39.SEC;39. Cultura empresarial;Authz tenant + sin hardcode Emp_Id (premisa);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
39.UX;39. Cultura empresarial;UX moderna móvil-primero revisada (§45);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
39.ADM;39. Cultura empresarial;Pantallas/admin de configuración del módulo listas (si aplica);U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
39.DOC;39. Cultura empresarial;OpenAPI / notas de contrato del módulo;U A S;Diferido fase 2+;Calidad;diferido;n/a;diferido;
